master_chemprop_input,lamellar,cylinder,sphere,gyroid,disordered
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CCO.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,1
CCO.CC(CC),1,0,0,0,1
CCO.CC(CC),1,0,0,0,1
CCO.CC(CC),1,0,0,0,1
CCO.CC(CC),0,0,0,0,1
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,1
CCO.CC(CC),1,0,0,0,0
CCO.CC(CC),1,0,0,0,1
CCO.CC(CC),0,0,0,0,1
CCO.CC(CC),1,0,0,0,1
CCO.CC(CC),1,0,0,0,1
CCO.CC(CC),1,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),1,0,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,1,0,0,0
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC(c1ncccc1).CC(c1ccncc1),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,0
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),1,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CC.CCC(C)C.CC(C(C)C).CC(C)(CC),0,0,0,0,1
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,0
CCO.C(CC)CO,1,0,0,0,1
CCO.C(CC)CO,1,0,0,0,1
CCO.C(CC)CO,0,0,0,0,1
CCO.C(CC)CO,0,0,0,0,1
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
CC.CC(CC),1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,0,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,1,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
C\C=C(C)/C.C\C=C(C)\C.CC(C(C)=C).CC(C)(C=C).CCO,0,1,0,0,0
